lga_name_2016,lga_code_2016,negnil_inc_be_wft,negnil_inc_be_wpt,negnil_inc_be_baw,negnil_inc_1eft_othpt,negnil_inc_1eft_othaw,negnil_inc_1eft_othnw,negnil_inc_1ept_othaw,negnil_inc_1ept_othnw,negnil_inc_1aw_othnw,negnil_inc_bnw,negnil_inc_lfsta_ns,negnil_inc_tot,i_1_149_be_wft,i_1_149_be_wpt,i_1_149_be_baw,i_1_149_1eft_othpt,i_1_149_1eft_othaw,i_1_149_1eft_othnw,i_1_149_1ept_othaw,i_1_149_1ept_othnw,i_1_149_1aw_othnw,i_1_149_bnw,i_1_149_lfsta_ns,i_1_149_tot,i_150_299_be_wft,i_150_299_be_wpt,i_150_299_be_baw,i_150_299_1eft_othpt,i_150_299_1eft_othaw,i_150_299_1eft_othnw,i_150_299_1ept_othaw,i_150_299_1ept_othnw,i_150_299_1aw_othnw,i_150_299_bnw,i_150_299_lfsta_ns,i_150_299_tot,i_300_399_be_wft,i_300_399_be_wpt,i_300_399_be_baw,i_300_399_1eft_othpt,i_300_399_1eft_othaw,i_300_399_1eft_othnw,i_300_399_1ept_othaw,i_300_399_1ept_othnw,i_300_399_1aw_othnw,i_300_399_bnw,i_300_399_lfsta_ns,i_300_399_tot,i_400_499_be_wft,i_400_499_be_wpt,i_400_499_be_baw,i_400_499_1eft_othpt,i_400_499_1eft_othaw,i_400_499_1eft_othnw,i_400_499_1ept_othaw,i_400_499_1ept_othnw,i_400_499_1aw_othnw,i_400_499_bnw,i_400_499_lfsta_ns,i_400_499_tot,i_500_649_be_wft,i_500_649_be_wpt,i_500_649_be_baw,i_500_649_1eft_othpt,i_500_649_1eft_othaw,i_500_649_1eft_othnw,i_500_649_1ept_othaw,i_500_649_1ept_othnw,i_500_649_1aw_othnw,i_500_649_bnw,i_500_649_lfsta_ns,i_500_649_tot,i_650_799_be_wft,i_650_799_be_wpt,i_650_799_be_baw,i_650_799_1eft_othpt,i_650_799_1eft_othaw,i_650_799_1eft_othnw,i_650_799_1ept_othaw,i_650_799_1ept_othnw,i_650_799_1aw_othnw,i_650_799_bnw,i_650_799_lfsta_ns,i_650_799_tot,i_800_999_be_wft,i_800_999_be_wpt,i_800_999_be_baw,i_800_999_1eft_othpt,i_800_999_1eft_othaw,i_800_999_1eft_othnw,i_800_999_1ept_othaw,i_800_999_1ept_othnw,i_800_999_1aw_othnw,i_800_999_bnw,i_800_999_lfsta_ns,i_800_999_tot,i_1000_1249_be_wft,i_1000_1249_be_wpt,i_1000_1249_be_baw,i_1000_1249_1eft_othpt,i_1000_1249_1eft_othaw,i_1000_1249_1eft_othnw,i_1000_1249_1ept_othaw,i_1000_1249_1ept_othnw,i_1000_1249_1aw_othnw,i_1000_1249_bnw,i_1000_1249_lfsta_ns,i_1000_1249_tot,i_1250_1499_be_wft,i_1250_1499_be_wpt,i_1250_1499_be_baw,i_1250_1499_1eft_othpt,i_1250_1499_1eft_othaw,i_1250_1499_1eft_othnw,i_1250_1499_1ept_othaw,i_1250_1499_1ept_othnw,i_1250_1499_1aw_othnw,i_1250_1499_bnw,i_1250_1499_lfsta_ns,i_1250_1499_tot,i_1500_1749_be_wft,i_1500_1749_be_wpt,i_1500_1749_be_baw,i_1500_1749_1eft_othpt,i_1500_1749_1eft_othaw,i_1500_1749_1eft_othnw,i_1500_1749_1ept_othaw,i_1500_1749_1ept_othnw,i_1500_1749_1aw_othnw,i_1500_1749_bnw,i_1500_1749_lfsta_ns,i_1500_1749_tot,i_1750_1999_be_wft,i_1750_1999_be_wpt,i_1750_1999_be_baw,i_1750_1999_1eft_othpt,i_1750_1999_1eft_othaw,i_1750_1999_1eft_othnw,i_1750_1999_1ept_othaw,i_1750_1999_1ept_othnw,i_1750_1999_1aw_othnw,i_1750_1999_bnw,i_1750_1999_lfsta_ns,i_1750_1999_tot,i_2000_2499_be_wft,i_2000_2499_be_wpt,i_2000_2499_be_baw,i_2000_2499_1eft_othpt,i_2000_2499_1eft_othaw,i_2000_2499_1eft_othnw,i_2000_2499_1ept_othaw,i_2000_2499_1ept_othnw,i_2000_2499_1aw_othnw,i_2000_2499_bnw,i_2000_2499_lfsta_ns,i_2000_2499_tot,i_2500_2999_be_wft,i_2500_2999_be_wpt,i_2500_2999_be_baw,i_2500_2999_1eft_othpt,i_2500_2999_1eft_othaw,i_2500_2999_1eft_othnw,i_2500_2999_1ept_othaw,i_2500_2999_1ept_othnw,i_2500_2999_1aw_othnw,i_2500_2999_bnw,i_2500_2999_lfsta_ns,i_2500_2999_tot,i_3000_3499_be_wft,i_3000_3499_be_wpt,i_3000_3499_be_baw,i_3000_3499_1eft_othpt,i_3000_3499_1eft_othaw,i_3000_3499_1eft_othnw,i_3000_3499_1ept_othaw,i_3000_3499_1ept_othnw,i_3000_3499_1aw_othnw,i_3000_3499_bnw,i_3000_3499_lfsta_ns,i_3000_3499_tot,i_3500_3999_be_wft,i_3500_3999_be_wpt,i_3500_3999_be_baw,i_3500_3999_1eft_othpt,i_3500_3999_1eft_othaw,i_3500_3999_1eft_othnw,i_3500_3999_1ept_othaw,i_3500_3999_1ept_othnw,i_3500_3999_1aw_othnw,i_3500_3999_bnw,i_3500_3999_lfsta_ns,i_3500_3999_tot,i_4000more_be_wft,i_4000more_be_wpt,i_4000more_be_baw,i_4000more_1eft_othpt,i_4000more_1eft_othaw,i_4000more_1eft_othnw,i_4000more_1ept_othaw,i_4000more_1ept_othnw
Hornsby (A),14000,3,0,0,7,3,3,0,12,0,53,0,80,3,0,0,0,0,0,0,6,0,12,0,25,0,3,0,0,0,3,0,12,0,34,0,52,0,0,0,0,0,0,0,14,0,16,0,34,0,8,0,3,0,16,0,28,0,41,0,93,3,7,0,4,3,32,3,52,0,39,0,144,11,22,0,16,0,66,0,54,4,60,0,242,28,29,0,59,0,131,3,69,9,58,0,382,33,66,3,111,8,231,6,69,11,114,3,657,78,78,3,214,17,278,7,91,10,107,0,883,87,65,5,259,14,320,9,62,17,98,0,934,140,58,0,345,30,360,3,60,5,84,0,1094,472,122,8,867,89,923,19,100,33,163,3,2803,680,86,16,1080,88,305,22,67,13,96,3,2455,755,49,10,861,91,162,18,49,9,56,0,2059,675,35,9,444,72,588,15,33,10,51,0,1935,2446,104,44,1985,184,733,28,98
Hunters Hill (A),14100,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,5,0,6,0,0,0,0,0,4,0,0,0,6,0,11,0,0,0,0,0,3,0,0,0,4,0,10,0,0,0,0,0,5,0,3,0,7,0,20,0,0,0,12,0,9,0,3,0,7,0,35,6,0,0,16,0,10,0,0,0,9,0,42,3,3,0,19,3,16,0,4,0,0,0,54,28,5,0,46,3,25,0,11,0,11,0,135,29,4,0,41,0,12,0,3,0,8,0,102,38,5,0,42,7,5,0,6,0,4,0,115,39,3,0,23,0,81,0,5,3,3,0,154,291,15,10,306,33,125,12,25
Inner West (A),14170,6,0,0,4,0,4,0,5,3,59,0,85,3,0,0,0,0,6,0,3,0,21,0,39,0,0,0,0,0,3,0,11,0,24,0,44,0,0,0,0,0,0,0,4,0,11,0,23,3,3,0,4,0,11,0,29,0,35,3,81,3,10,0,3,0,25,0,49,0,41,0,126,3,21,0,3,3,66,0,51,15,94,0,255,9,30,0,28,3,113,3,58,10,89,3,348,29,49,3,85,3,190,6,74,12,164,0,612,54,67,3,175,12,191,10,66,13,129,3,722,69,60,7,199,16,240,10,53,14,98,4,758,110,35,0,247,17,223,4,57,7,105,4,810,377,103,8,610,56,514,14,79,26,185,5,1969,467,80,24,750,86,206,25,53,5,73,4,1766,506,53,12,703,116,136,12,38,3,65,0,1647,471,35,19,417,98,530,9,31,9,41,3,1664,2593,123,64,2047,408,610,35,69
Inverell (A),14200,0,0,0,3,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,0,0,0,0,4,0,5,3,0,0,0,0,0,0,0,0,3,0,7,3,0,0,3,0,3,0,0,0,21,0,30,3,3,0,0,0,9,5,4,0,16,0,39,0,6,0,5,0,10,0,11,0,27,0,59,10,4,0,20,0,36,0,12,6,31,0,120,13,4,0,42,0,36,3,17,6,24,0,152,28,8,3,45,3,37,3,14,3,17,0,161,35,13,3,60,8,23,0,10,0,11,3,155,15,11,0,55,10,14,0,6,0,8,0,121,58,5,3,70,3,24,8,3,3,6,3,188,63,3,3,45,3,7,0,0,0,3,0,126,20,0,0,20,0,3,3,0,0,0,0,53,25,0,3,12,0,0,0,0,0,0,0,45,26,0,0,14,3,3,0,0
Kiama (A),14400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,0,0,7,0,7,0,22,0,0,0,0,0,10,0,3,0,14,0,29,0,7,0,9,0,4,0,5,0,20,0,46,8,3,3,25,0,30,0,15,5,17,0,108,4,8,3,43,4,17,0,15,3,26,4,134,10,13,0,61,3,25,0,10,0,12,0,133,18,13,0,72,8,38,3,18,0,25,0,193,55,20,3,162,19,65,3,15,3,22,0,354,73,17,4,135,17,29,6,9,0,14,0,304,61,7,0,109,21,19,7,13,0,7,0,246,67,3,0,51,12,40,0,4,3,0,0,178,137,16,3,130,21,50,4,6
Ku-ring-gai (A),14500,6,0,0,7,0,14,0,6,0,88,0,125,5,0,0,0,0,0,0,0,0,23,0,30,0,0,0,3,0,3,0,9,0,12,0,31,0,0,0,0,0,3,0,6,0,14,0,30,0,7,0,4,0,10,0,12,3,21,0,61,0,6,0,4,0,21,0,29,3,35,0,98,5,12,0,10,3,41,4,29,3,36,0,142,4,23,0,28,0,79,3,35,7,43,0,221,28,41,4,52,9,115,9,54,0,63,0,370,37,37,4,88,9,123,6,46,7,72,0,419,31,32,3,120,8,174,3,44,8,62,0,480,67,34,0,152,14,167,5,34,7,61,3,536,237,51,9,356,31,481,5,94,7,111,3,1392,291,49,4,503,42,180,10,42,6,88,0,1222,389,45,9,493,44,107,9,50,0,72,0,1222,394,40,13,273,40,884,7,58,22,73,0,1799,2860,161,35,2880,228,1262,48,156
Kyogle (A),14550,3,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,13,0,0,0,0,0,0,0,4,0,6,0,11,3,0,0,3,0,10,0,13,0,12,0,37,3,0,0,4,0,4,0,6,3,12,0,39,10,8,0,19,0,29,0,9,0,24,0,105,17,7,0,21,0,8,0,10,0,6,0,65,11,3,0,12,4,17,0,3,0,9,0,54,17,4,0,26,0,6,0,3,3,0,0,56,28,3,3,30,3,14,0,3,0,4,0,90,21,0,0,14,0,3,0,0,0,0,0,49,11,0,0,9,0,0,0,0,0,0,0,23,8,0,0,5,0,0,0,0,0,0,0,14,18,0,0,7,0,0,0,0
Lachlan (A),14600,3,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,8,0,15,0,4,0,3,0,6,0,4,0,7,0,24,0,0,0,3,0,9,0,3,3,6,0,26,10,0,0,22,4,18,0,9,3,9,0,65,7,3,3,21,0,21,0,0,0,3,0,56,8,0,3,14,6,15,0,4,0,3,0,57,12,3,0,25,0,9,3,0,0,0,0,43,21,0,3,34,3,9,0,3,0,3,0,76,21,0,0,18,3,3,0,0,0,0,0,45,11,0,0,9,3,0,0,0,0,0,0,22,5,0,0,3,0,6,0,0,0,0,0,18,8,0,0,8,0,3,0,0
Lake Macquarie (C),14650,5,0,0,7,0,3,0,0,0,30,0,50,0,0,3,3,0,0,0,3,0,19,0,34,0,3,0,6,0,0,0,6,0,25,0,41,0,0,0,3,0,7,0,7,0,15,0,31,3,5,0,3,0,4,0,9,3,58,0,98,3,4,0,9,0,17,0,39,8,79,0,158,11,20,0,26,4,61,7,83,11,172,4,392,17,49,4,72,6,186,9,126,17,196,8,678,40,95,7,211,26,374,15,149,22,297,3,1231,98,97,7,508,47,423,26,115,34,243,6,1604,140,88,11,668,55,395,23,103,19,173,4,1678,207,84,11,752,55,410,30,74,18,156,11,1804,746,141,32,1553,152,709,56,105,35,188,4,3733,837,96,22,1445,146,288,39,80,12,78,0,3060,684,50,21,886,113,127,29,27,10,69,0,2026,502,23,7,366,56,195,11,20,8,14,3,1211,853,53,21,937,105,280,26,43
Lane Cove (A),14700,0,0,0,0,0,3,0,0,0,16,0,19,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,3,0,6,0,4,0,16,0,0,0,0,0,5,0,11,0,8,0,20,3,3,0,3,0,12,0,3,0,10,0,29,0,3,0,11,0,16,3,9,3,9,0,51,12,13,0,18,0,28,0,18,0,18,0,98,8,9,0,30,0,49,4,9,3,14,0,127,5,7,3,33,5,59,0,9,0,19,0,139,17,9,0,47,3,64,0,9,5,15,0,161,81,13,3,108,12,143,8,21,3,25,0,420,97,16,3,136,23,37,8,11,0,16,0,342,100,6,3,145,13,33,3,9,0,13,0,325,106,5,0,73,18,174,3,20,4,6,0,415,737,44,7,698,85,309,6,52
Leeton (A),14750,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,3,0,3,0,13,0,0,0,4,0,9,0,3,0,9,0,35,5,0,0,13,0,12,0,3,0,10,3,50,11,8,0,18,6,36,0,14,3,9,0,101,13,3,0,31,4,31,0,10,7,18,0,106,16,3,0,23,3,22,0,0,0,3,0,73,26,0,0,44,7,22,4,0,0,4,0,105,58,6,0,83,11,23,0,5,0,3,0,189,51,3,0,54,8,9,0,0,0,0,0,126,31,0,0,20,3,3,0,0,0,3,0,64,22,0,0,5,0,3,0,0,0,0,0,34,28,0,0,19,3,9,0,0
Lismore (C),14850,0,0,0,0,0,0,0,0,0,10,0,12,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,14,0,0,0,0,0,0,0,5,0,3,0,13,0,0,0,3,0,0,0,7,3,24,0,36,3,3,0,4,0,5,0,15,0,15,0,47,0,12,0,6,0,21,0,35,4,43,0,121,9,21,0,20,0,51,0,38,4,39,0,182,20,41,0,80,8,97,7,63,9,55,0,382,50,33,6,140,9,88,4,28,4,43,3,404,53,38,0,161,21,70,12,27,0,32,0,396,79,31,0,143,15,63,0,11,3,22,0,368,202,30,3,240,20,71,14,21,5,29,0,630,144,14,5,161,8,33,11,3,0,8,0,385,106,6,0,79,7,15,0,3,0,8,0,233,62,0,0,33,4,11,0,0,0,4,0,125,93,4,0,62,13,13,3,0
Lithgow (C),14870,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,3,0,8,0,9,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,17,0,25,0,0,0,0,0,0,0,8,3,13,0,30,3,4,0,0,0,6,0,14,0,35,0,73,0,3,0,10,3,25,0,13,4,23,3,89,11,6,0,15,12,32,4,11,5,30,0,128,12,3,0,60,3,28,3,12,0,19,3,143,12,8,0,61,6,31,0,5,4,10,0,142,16,6,0,51,8,28,0,5,3,6,0,128,46,7,4,119,7,53,3,4,3,13,3,257,51,7,4,97,16,15,3,3,0,8,0,207,48,3,3,48,10,3,3,3,0,4,0,124,46,3,0,20,3,21,0,0,0,0,0,99,72,0,0,78,6,18,0,3
Liverpool (C),14900,6,0,3,0,0,5,0,9,3,155,3,189,3,0,0,3,0,3,0,7,8,46,0,76,0,3,0,3,0,8,0,41,7,88,3,159,3,0,0,6,0,3,0,28,6,59,0,110,4,13,0,3,0,43,0,72,4,325,3,468,3,11,3,14,0,88,5,171,17,282,0,594,5,35,4,34,3,246,3,188,25,413,4,962,25,57,7,91,4,491,5,254,35,425,5,1400,72,97,4,244,15,759,18,274,48,506,10,2054,153,126,17,471,39,778,20,175,47,408,9,2237,263,81,13,547,38,715,16,146,41,326,8,2189,342,70,10,612,47,662,16,119,35,241,3,2167,1249,138,31,1179,149,957,33,141,44,369,15,4315,1236,65,29,956,147,457,33,88,25,186,10,3222,955,40,23,554,94,255,21,51,7,110,5,2118,630,26,8,297,62,243,8,26,9,65,0,1383,1224,58,25,642,103,288,8,35
Liverpool Plains (A),14920,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,3,0,5,0,14,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,3,0,7,0,0,0,5,0,16,5,0,0,4,0,12,0,3,0,10,0,36,6,3,0,15,4,24,0,3,0,5,0,64,11,4,0,21,3,20,0,4,0,11,0,82,3,0,0,17,0,22,0,3,5,0,0,62,12,0,0,14,4,13,0,3,0,3,0,55,30,3,0,32,7,18,0,4,0,4,0,97,23,0,0,26,4,8,0,0,0,3,0,67,23,0,0,21,0,3,0,0,0,0,0,43,6,0,0,3,0,3,0,0,0,0,0,13,16,0,0,12,0,7,0,0
Lockhart (A),14950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,7,3,0,0,0,0,3,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,8,0,15,3,3,0,6,0,10,0,7,0,5,0,28,3,0,0,10,4,10,0,0,0,4,0,28,3,0,0,8,0,7,0,0,0,0,0,20,3,0,0,15,4,3,0,0,0,0,0,30,16,0,0,23,0,3,0,0,0,0,0,44,11,0,0,13,0,0,0,0,0,0,0,29,9,0,0,3,3,5,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,8,5,0,0,6,0,0,0,0
Maitland (C),15050,3,0,0,0,0,3,0,3,0,8,0,22,0,0,0,4,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,5,0,9,0,17,0,0,0,3,0,0,0,5,0,4,0,18,3,3,0,0,0,3,0,11,0,28,0,52,0,7,0,5,0,6,3,27,0,27,0,79,3,3,0,13,0,21,3,38,5,73,0,152,3,12,0,27,3,89,4,44,9,72,0,269,14,27,3,92,8,184,9,63,13,94,3,502,44,41,3,226,22,239,4,45,9,86,0,725,86,35,8,286,20,226,10,26,15,44,3,747,89,35,0,294,27,215,3,28,4,31,3,738,331,44,10,597,77,346,21,40,21,56,6,1546,351,23,11,606,61,115,15,18,6,26,0,1236,278,16,6,299,47,57,6,7,4,17,0,745,234,8,0,118,17,90,3,3,8,11,0,488,405,16,12,350,51,102,3,10
Mid-Coast (A),15240,4,4,0,0,0,3,0,3,0,19,3,30,6,0,0,0,0,0,0,3,0,8,0,21,0,0,0,0,0,0,0,5,0,9,0,24,0,0,0,0,0,0,0,0,0,7,0,9,0,7,0,9,0,4,0,19,0,68,0,111,7,5,0,8,0,17,0,32,5,37,3,118,14,13,0,17,0,41,8,61,8,136,4,295,15,35,9,39,10,110,8,95,22,128,4,476,54,64,9,145,9,164,10,106,11,185,11,768,68,67,4,259,18,161,19,71,17,120,3,817,95,38,3,244,23,129,13,57,14,66,3,696,110,30,5,227,24,112,11,24,4,53,0,606,241,58,12,338,40,142,7,38,7,50,0,927,189,22,4,272,29,46,11,10,7,17,0,613,118,12,0,104,19,13,3,9,0,0,0,283,90,0,3,33,5,28,3,3,3,4,0,169,100,13,10,84,14,34,5,4
Mid-Western Regional (A),15270,0,0,0,3,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,3,0,9,0,3,0,3,0,3,0,4,0,21,0,40,0,0,0,6,0,4,0,5,0,10,0,31,4,3,0,11,0,12,0,11,4,27,0,80,4,3,0,13,0,23,0,11,3,37,0,103,7,12,0,45,4,63,0,15,5,29,0,185,16,9,0,60,3,45,4,17,0,27,0,174,17,4,3,49,3,62,6,5,4,8,0,172,33,10,0,67,4,40,3,5,3,0,0,177,56,15,3,136,7,108,4,10,3,11,0,349,51,7,9,143,16,29,4,0,0,3,0,268,73,3,0,65,10,3,4,0,0,0,0,165,34,3,3,28,11,39,0,3,3,0,0,123,69,5,3,102,16,23,3,0
Moree Plains (A),15300,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,10,0,12,0,0,0,0,0,3,0,0,0,6,0,19,3,0,0,0,0,12,0,3,0,18,0,35,3,3,0,5,3,15,0,3,0,11,0,45,10,4,0,15,0,30,0,6,4,16,0,90,17,7,0,33,7,28,0,3,3,4,0,97,16,0,0,32,3,21,6,6,0,3,0,87,10,3,0,44,3,24,3,3,0,4,0,98,73,8,0,78,8,21,0,0,0,3,0,194,54,0,3,36,9,3,0,0,0,4,0,105,36,0,0,20,10,4,0,0,0,0,0,74,15,0,0,8,0,4,0,0,0,0,0,33,32,0,0,31,0,8,0,0
Mosman (A),15350,0,0,0,0,0,0,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,15,0,0,0,0,0,0,0,5,0,6,0,17,3,3,0,0,0,17,0,0,0,6,0,31,3,3,0,11,0,15,0,4,0,4,0,48,3,3,0,17,0,16,0,3,0,3,0,52,4,0,0,12,0,21,0,8,0,3,0,55,3,3,0,24,0,15,0,7,0,10,0,60,31,6,0,50,5,70,3,15,3,8,0,190,34,6,0,60,10,23,0,13,4,18,0,159,40,4,0,49,5,20,6,4,3,13,0,145,38,7,3,40,14,244,3,23,5,18,0,389,540,43,12,594,73,356,10,59
Murray River (A),15520,0,0,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,3,0,3,0,15,3,4,0,5,0,6,0,5,0,3,0,28,10,0,0,10,0,14,0,3,0,4,0,49,9,5,3,23,0,17,0,10,0,6,0,77,20,6,0,46,3,16,3,5,0,9,0,120,24,9,0,33,7,19,0,8,0,3,0,102,23,0,5,40,0,16,0,0,0,0,0,96,49,6,0,73,6,13,0,0,3,3,0,160,54,7,0,48,5,12,0,0,0,0,0,127,31,3,0,20,7,3,0,0,0,0,0,70,10,0,0,9,0,8,0,0,0,3,0,25,26,0,0,23,4,9,0,3
Murrumbidgee (A),15560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,3,0,13,4,0,0,6,0,5,0,0,0,8,0,23,4,3,0,6,0,6,0,3,3,3,0,23,4,0,3,17,0,10,0,3,0,0,0,46,12,5,3,19,0,5,0,3,0,3,0,41,10,0,0,12,0,3,0,4,0,0,0,37,14,3,0,19,4,14,3,0,0,0,0,54,17,0,3,12,0,4,0,0,0,3,0,36,10,0,0,3,0,0,3,0,0,0,0,23,3,0,0,0,0,0,0,0,0,0,0,7,12,0,0,4,0,3,0,0
Muswellbrook (A),15650,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,13,0,4,0,0,0,3,0,3,0,8,0,14,0,0,0,5,0,12,0,4,0,21,0,44,4,0,0,6,0,14,0,15,0,18,0,60,5,8,0,14,0,45,0,3,3,25,0,99,6,9,0,24,3,46,0,6,3,8,0,109,10,9,0,35,5,38,4,4,0,10,0,111,13,7,0,55,4,35,3,9,5,3,0,126,52,12,3,99,7,100,3,8,8,12,0,301,41,9,3,112,15,24,7,3,6,4,0,218,56,3,0,50,10,8,0,4,0,3,0,142,26,3,0,27,3,23,0,0,0,0,0,85,75,4,7,58,15,14,0,0
Nambucca (A),15700,0,0,0,3,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,0,0,0,0,6,0,16,0,30,0,3,0,4,0,0,0,7,0,6,0,22,0,3,0,4,0,8,3,16,0,27,0,66,3,10,3,7,0,29,0,18,0,30,0,107,12,17,0,25,3,30,4,31,3,41,3,163,11,12,0,50,8,35,3,18,4,25,0,172,13,17,0,35,0,28,8,15,3,13,0,137,22,5,3,45,6,24,0,6,0,8,0,123,61,13,0,85,7,32,3,5,0,11,0,218,36,3,0,38,12,7,0,4,0,5,0,113,29,0,0,27,0,0,0,4,0,0,0,63,17,4,0,4,0,4,0,0,0,0,0,29,24,0,0,10,0,4,3,0
Narrabri (A),15750,3,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,13,0,17,3,0,0,0,0,0,0,3,0,6,0,10,0,0,0,3,0,3,0,3,0,10,0,17,3,0,0,11,0,14,0,0,0,12,0,43,7,3,0,26,0,24,3,7,0,6,0,76,21,3,0,41,3,25,0,8,3,11,4,125,13,4,0,56,9,23,0,3,0,6,0,115,28,7,0,50,5,25,0,5,0,0,0,122,56,5,0,64,20,30,0,8,3,4,0,191,63,6,0,52,5,8,0,0,3,0,0,134,41,4,0,33,4,10,0,0,0,0,0,97,19,0,0,18,0,4,0,0,0,0,0,47,43,0,0,37,5,9,0,0
Narrandera (A),15800,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,13,0,0,0,0,0,0,0,3,0,10,0,14,0,0,0,8,0,9,0,5,0,3,0,20,7,3,0,9,0,18,0,4,0,9,0,46,9,0,0,22,0,12,0,0,3,3,0,58,3,0,0,21,0,12,3,3,0,0,0,42,9,0,0,16,3,6,0,3,0,3,0,42,33,0,3,39,3,17,0,0,0,3,0,93,24,0,3,21,3,0,4,0,0,0,0,52,8,0,0,8,3,0,0,0,0,0,0,25,15,0,0,0,0,0,0,0,0,0,0,15,9,0,0,3,0,3,0,0
