LGA_MAIN11,M_1_299_DS_DS_Seprt_house,M_1_299_DS_DS_sd_row_tce_hs_t,M_1_299_DS_DS_Flat_unit_apart,M_1_299_DS_DS_Other_dwg,M_1_299_DS_ns,M_1_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_unit_apartm,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_unit_aptmnt,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_unit_aptmt,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_unit_aprtm,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_unt_aprt,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flt_unit_aprt,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_unt_aprt,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flt_unit_aprtm,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_unit_aprt,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_unit_aptm,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flt_unit_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_unit_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot,LGA_NAME11
19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
29499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11600,37,0,0,0,0,37,15,0,0,0,0,15,18,0,0,0,0,18,15,0,0,0,0,15,30,0,0,0,0,30,44,0,0,0,0,44,17,0,0,0,0,17,6,0,0,3,0,9,8,0,0,0,0,8,7,0,0,0,0,7,0,0,0,0,0,0,17,0,3,0,0,20,214,0,3,3,0,220,Carrathool (A)
69399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11700,21,0,0,0,3,24,9,0,0,0,0,9,9,0,0,0,0,9,6,0,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,8,0,0,0,0,8,67,0,0,0,3,70,Central Darling (A)
11720,201,3,3,0,0,207,170,3,0,0,0,173,161,3,0,0,0,164,325,3,0,0,0,328,436,3,4,0,0,443,1265,16,11,0,0,1292,1341,7,4,4,0,1356,1235,6,6,0,0,1247,460,3,0,3,0,466,345,3,3,0,0,351,182,0,0,0,0,182,402,0,4,0,0,406,6523,50,35,7,0,6615,Cessnock (C)
11730,298,9,3,6,3,319,244,0,6,0,0,250,204,3,0,4,0,211,377,6,6,4,0,393,496,5,7,6,0,514,1084,21,11,6,0,1122,984,11,10,7,0,1012,747,11,8,6,0,772,250,3,4,0,0,257,159,3,0,3,0,165,111,4,3,0,0,118,240,3,9,5,0,257,5194,79,67,47,3,5390,Clarence Valley (A)
10050,223,8,11,0,0,242,150,8,17,0,0,175,137,8,20,0,0,165,290,15,30,0,0,335,436,19,68,3,0,526,1260,32,106,3,0,1401,1272,37,44,0,0,1353,1144,12,17,0,0,1173,331,8,3,0,0,342,220,0,5,0,0,225,126,4,4,0,0,134,313,8,13,0,0,334,5902,159,338,6,0,6405,Albury (C)
10110,91,3,3,0,0,97,66,3,5,0,0,74,60,0,6,0,0,66,147,6,0,0,0,153,180,3,3,0,3,189,458,6,17,3,0,484,443,3,7,3,0,456,366,5,10,0,0,381,141,3,0,0,0,144,96,3,0,0,0,99,65,3,0,0,0,68,115,0,0,0,0,115,2228,38,51,6,3,2326,Armidale Dumaresq (A)
10470,150,5,3,3,0,161,102,5,3,0,0,110,98,8,5,0,0,111,174,10,8,0,0,192,256,19,7,0,0,282,780,31,21,0,0,832,880,28,16,3,0,927,1039,21,8,0,0,1068,405,3,3,0,3,414,225,0,3,0,0,228,129,0,3,0,0,132,224,5,6,0,0,235,4462,135,86,6,3,4692,Bathurst Regional (A)
10550,207,11,9,3,0,230,140,7,4,0,0,151,126,4,6,0,0,136,218,6,15,3,0,242,291,15,16,3,0,325,686,15,25,8,0,734,547,12,18,3,0,580,507,13,7,3,0,530,195,6,3,0,0,204,129,9,3,3,0,144,89,4,5,0,0,98,186,9,14,3,0,212,3321,111,125,29,0,3586,Bega Valley (A)
10600,67,0,0,3,0,70,70,0,0,3,0,73,46,0,4,0,0,50,95,0,0,3,0,98,105,3,0,3,0,111,258,3,5,0,0,266,231,3,0,0,0,234,203,0,0,0,0,203,66,0,0,0,0,66,49,0,0,0,0,49,34,0,0,0,0,34,59,3,0,0,0,62,1283,12,9,12,0,1316,Bellingen (A)
10650,83,0,0,5,0,88,40,0,3,0,0,43,41,3,0,0,0,44,83,0,5,0,0,88,106,3,3,0,0,112,181,4,0,5,0,190,124,4,0,0,0,128,90,3,0,0,0,93,32,0,0,0,0,32,16,0,0,0,0,16,27,0,0,0,0,27,48,0,0,0,0,48,871,17,11,10,0,909,Berrigan (A)
10750,1012,94,24,0,0,1130,432,39,12,0,0,483,453,37,11,3,0,504,928,63,22,0,0,1013,1195,102,50,0,3,1350,3671,401,196,3,3,4274,4736,699,232,4,0,5671,9104,1352,138,9,3,10606,6111,616,29,0,4,6760,4990,410,27,0,0,5427,1596,141,8,0,3,1748,1703,167,33,3,0,1906,35931,4121,782,22,16,40872,Blacktown (C)
10800,54,0,0,3,0,57,41,0,0,0,0,41,52,0,0,0,0,52,48,0,0,0,0,48,68,0,0,0,0,68,111,0,0,0,0,111,77,0,3,0,0,80,55,0,0,3,0,58,13,0,0,0,0,13,13,0,3,0,0,16,19,3,0,0,0,22,41,0,0,0,0,41,592,3,6,6,0,607,Bland (A)
10850,38,0,0,0,0,38,28,0,0,0,0,28,40,0,0,0,0,40,53,3,0,0,0,56,73,3,0,0,0,76,177,3,0,3,0,183,143,3,0,0,0,146,164,0,0,0,0,164,56,0,0,0,0,56,50,0,0,0,0,50,29,3,0,0,0,32,50,0,0,0,0,50,901,15,0,3,0,919,Blayney (A)
10900,437,13,4,0,0,454,246,8,0,0,0,254,247,3,0,0,0,250,451,8,4,0,0,463,516,4,7,0,0,527,1457,28,11,0,3,1499,1709,32,4,0,0,1745,2735,36,7,0,0,2778,1494,23,0,0,0,1517,924,18,3,6,0,951,449,5,4,0,0,458,475,6,3,3,0,487,11140,184,47,9,3,11383,Blue Mountains (C)
10950,31,0,0,0,0,31,12,0,0,3,0,15,8,0,0,0,0,8,24,0,0,0,0,24,28,0,0,0,0,28,52,0,0,0,0,52,29,0,0,0,0,29,18,0,0,0,0,18,6,0,0,0,0,6,9,0,0,0,0,9,4,0,0,0,0,4,13,0,0,0,0,13,234,0,0,3,0,237,Bogan (A)
11000,23,0,0,0,0,23,11,0,0,0,0,11,20,0,0,0,0,20,30,0,0,0,0,30,37,0,0,0,0,37,49,0,0,0,0,49,29,0,0,0,0,29,23,0,0,0,0,23,9,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,15,0,0,0,0,15,250,0,0,0,0,250,Bombala (A)
11050,26,0,0,0,0,26,18,0,0,0,0,18,10,0,0,0,0,10,24,0,0,0,0,24,22,0,0,0,0,22,38,0,0,0,0,38,33,0,0,3,0,36,23,0,0,0,0,23,9,0,0,0,0,9,12,0,0,0,0,12,9,0,0,0,0,9,25,0,0,0,0,25,249,0,0,3,0,252,Boorowa (A)
11100,77,24,38,0,0,139,19,8,19,0,0,46,30,9,18,0,0,57,32,15,29,0,0,76,36,19,49,4,0,108,134,61,133,0,0,328,162,58,277,0,0,497,227,98,434,0,3,762,230,87,288,0,3,608,418,198,259,4,0,879,370,126,94,0,3,593,135,41,82,0,0,258,1870,744,1720,8,9,4351,Botany Bay (C)
11150,15,0,0,0,0,15,11,0,0,0,0,11,15,0,0,0,0,15,32,0,0,0,0,32,33,0,0,0,0,33,41,0,0,0,0,41,17,0,0,0,0,17,10,0,0,0,0,10,5,0,0,0,0,5,3,0,0,0,0,3,0,0,3,0,0,3,19,0,0,0,0,19,201,0,3,0,0,204,Bourke (A)
11200,12,0,0,0,0,12,12,0,0,0,0,12,8,0,0,0,0,8,8,0,0,0,0,8,3,0,0,0,0,3,8,0,0,0,0,8,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,67,0,0,0,0,67,Brewarrina (A)
11450,210,6,3,0,0,219,102,5,0,3,0,110,79,3,3,0,0,85,164,9,3,0,0,176,236,10,0,0,0,246,753,35,7,3,0,798,1036,45,6,0,0,1087,2358,97,3,0,3,2461,1774,51,0,0,3,1828,1383,37,0,3,3,1426,512,8,0,0,0,520,445,16,3,0,0,464,9052,322,28,9,9,9420,Camden (A)
11500,525,56,9,0,0,590,270,36,7,3,0,316,282,33,3,0,0,318,571,80,12,4,0,667,807,112,17,5,0,941,2275,407,73,10,0,2765,3050,541,62,9,0,3662,5159,423,52,16,0,5650,2064,157,14,5,0,2240,1104,101,11,0,0,1216,567,39,0,5,0,611,904,93,14,6,0,1017,17578,2078,274,63,0,19993,Campbelltown (C)
11520,208,34,116,0,0,358,69,11,29,0,0,109,50,15,26,0,0,91,94,19,31,0,0,144,103,25,45,0,0,173,306,89,205,5,0,605,258,70,260,0,4,592,553,147,606,6,4,1316,423,169,644,0,0,1236,762,291,743,0,3,1799,1192,252,394,0,0,1838,277,44,109,0,0,430,4295,1166,3208,11,11,8691,Canada Bay (A)
11550,273,50,114,0,3,440,141,24,61,0,0,226,125,23,69,0,0,217,193,47,130,0,0,370,255,60,195,3,3,516,757,175,791,3,0,1726,859,183,830,3,4,1879,1391,344,730,3,5,2473,1149,242,265,4,6,1666,1419,214,176,0,5,1814,836,91,58,5,6,996,558,79,146,3,3,789,7956,1532,3565,24,35,13112,Canterbury (C)
11750,27,0,0,0,0,27,18,0,0,0,0,18,9,0,0,0,0,9,32,0,0,0,0,32,41,0,0,0,0,41,91,0,0,0,0,91,78,0,0,0,0,78,60,0,0,0,0,60,24,0,0,0,0,24,22,0,0,0,0,22,14,0,0,0,0,14,18,0,0,0,0,18,434,0,0,0,0,434,Cobar (A)
11250,126,0,3,0,0,129,156,0,4,0,3,163,181,0,6,0,0,187,263,4,5,0,0,272,285,0,6,0,0,291,449,0,8,0,0,457,235,0,3,3,0,241,165,0,3,0,0,168,41,0,3,0,0,44,25,0,0,0,0,25,28,0,0,0,0,28,159,0,5,0,0,164,2113,4,46,3,3,2169,Broken Hill (C)
12300,78,3,3,0,0,84,37,0,3,0,0,40,39,0,3,0,0,42,89,0,3,0,0,92,118,3,8,0,0,129,313,5,11,0,0,329,251,3,5,0,0,259,184,0,5,0,3,192,56,0,0,0,0,56,32,3,0,3,0,38,14,3,0,0,0,17,85,0,3,3,0,91,1296,20,44,6,3,1369,Corowa Shire (A)
12350,89,0,0,3,0,92,57,0,0,3,0,60,62,0,0,0,0,62,119,5,3,0,0,127,156,0,0,0,0,156,295,0,0,3,0,298,175,0,0,0,0,175,141,0,0,0,0,141,44,0,0,0,0,44,27,0,0,0,0,27,16,0,0,0,0,16,80,0,0,0,0,80,1261,5,3,9,0,1278,Cowra (A)
12500,51,0,4,0,0,55,33,0,0,0,0,33,50,0,0,0,0,50,84,5,0,0,0,89,123,5,0,0,0,128,233,0,0,0,0,233,126,0,0,0,0,126,73,0,3,0,0,76,9,0,0,0,0,9,23,0,0,3,0,26,11,0,0,0,0,11,44,0,0,0,0,44,860,10,7,3,0,880,Deniliquin (A)
12600,145,0,6,3,0,154,94,3,0,3,0,100,101,0,4,3,0,108,265,10,0,0,0,275,387,7,12,0,0,406,1089,33,22,0,0,1144,1044,19,7,0,0,1070,900,9,0,0,0,909,358,0,0,0,0,358,181,3,0,0,0,184,107,0,0,3,0,110,260,5,0,0,0,265,4931,89,51,12,0,5083,Dubbo (C)
12700,43,0,0,0,0,43,33,0,0,0,0,33,37,0,0,0,0,37,69,0,0,0,0,69,79,0,0,0,0,79,175,0,0,3,0,178,153,0,0,3,0,156,189,0,0,0,0,189,82,0,0,0,0,82,89,0,0,0,0,89,59,0,0,0,0,59,77,0,0,3,0,80,1085,0,0,9,0,1094,Dungog (A)
10150,93,14,55,0,0,162,33,7,16,0,0,56,27,3,24,0,0,54,46,15,42,0,0,103,55,20,56,0,0,131,137,52,218,0,0,407,131,48,297,0,0,476,274,109,540,4,3,930,191,97,245,0,0,533,359,145,144,0,0,648,403,93,42,0,0,538,105,31,62,3,0,201,1854,634,1741,7,3,4239,Ashfield (A)
10200,158,42,66,3,0,269,79,17,24,0,0,120,55,16,21,0,0,92,117,23,56,0,0,196,136,30,79,0,0,245,396,101,333,0,0,830,443,166,445,3,0,1057,851,256,535,0,0,1642,503,111,313,0,0,927,580,94,222,0,0,896,315,57,101,3,0,476,231,47,75,3,0,356,3864,960,2270,12,0,7106,Auburn (C)
10250,188,11,12,0,0,211,90,6,12,0,0,108,76,13,3,3,0,95,145,15,17,0,0,177,205,20,16,0,0,241,578,55,39,5,0,677,507,72,45,6,0,630,716,87,41,3,0,847,374,28,16,0,0,418,322,15,10,3,0,350,176,10,3,0,0,189,200,15,11,0,0,226,3577,347,225,20,0,4169,Ballina (A)
10300,26,0,0,0,0,26,16,0,0,0,0,16,16,0,0,0,0,16,22,0,0,0,0,22,29,0,0,0,0,29,44,0,0,0,0,44,19,3,0,0,0,22,12,0,0,0,0,12,0,0,0,0,0,0,6,0,0,0,0,6,4,0,0,0,0,4,19,0,0,0,0,19,213,3,0,0,0,216,Balranald (A)
10350,515,106,57,3,0,681,224,39,23,0,0,286,223,44,27,0,5,299,366,70,63,0,0,499,505,102,75,0,0,682,1452,360,332,10,6,2160,1487,505,534,0,12,2538,2917,941,451,3,3,4315,2153,605,102,4,0,2864,1904,503,84,0,0,2491,879,183,33,8,0,1103,804,176,79,3,3,1065,13429,3634,1860,31,29,18983,Bankstown (C)
11300,95,18,30,0,0,143,25,4,7,0,0,36,18,6,15,0,0,39,33,8,10,0,0,51,44,5,12,0,0,61,137,33,61,0,0,231,137,43,101,0,0,281,285,68,219,3,0,575,187,53,109,0,0,349,304,65,85,0,0,454,310,31,32,0,0,373,120,26,25,0,0,171,1695,360,706,3,0,2764,Burwood (A)
11350,176,4,3,3,0,186,106,11,3,0,0,120,97,0,0,0,0,97,146,5,5,4,0,160,190,12,3,3,0,208,432,19,10,5,3,469,376,49,6,0,0,431,495,55,9,0,0,559,278,34,5,0,0,317,250,20,8,0,0,278,193,10,3,0,0,206,178,13,0,0,0,191,2917,232,55,15,3,3222,Byron (A)
11400,89,0,0,0,0,89,43,0,0,3,0,46,38,0,0,0,0,38,110,0,0,4,0,114,143,0,0,0,0,143,295,4,0,3,0,302,233,0,0,3,0,236,222,0,0,3,0,225,113,0,0,0,0,113,103,0,0,0,0,103,66,0,0,3,0,69,97,0,0,0,0,97,1552,4,0,19,0,1575,Cabonne (A)
11800,310,24,13,4,0,351,216,13,14,0,0,243,174,8,7,4,0,193,379,21,16,0,0,416,462,34,20,5,0,521,1129,76,56,4,0,1265,1163,93,39,0,0,1295,1487,74,18,3,0,1582,609,16,5,0,0,630,349,11,3,3,0,366,221,6,4,0,0,231,363,21,15,0,0,399,6862,397,210,23,0,7492,Coffs Harbour (C)
11860,44,0,0,0,0,44,6,0,0,0,0,6,6,0,0,0,0,6,10,0,0,0,0,10,11,0,0,0,0,11,12,0,0,0,0,12,20,0,0,0,0,20,15,0,0,3,0,18,3,0,0,0,0,3,7,0,0,0,0,7,12,0,0,0,0,12,20,0,0,0,0,20,166,0,0,3,0,169,Conargo (A)
12000,37,0,0,0,0,37,19,0,0,0,0,19,26,0,0,0,0,26,43,0,0,0,0,43,51,0,0,0,0,51,92,0,0,3,0,95,61,0,0,0,0,61,76,0,0,0,0,76,21,0,0,0,0,21,10,0,0,0,0,10,7,0,3,0,0,10,32,0,0,0,0,32,475,0,3,3,0,481,Coolamon (A)
12050,58,0,0,0,0,58,46,0,0,0,0,46,48,4,0,0,0,52,100,0,0,0,0,100,112,0,0,0,0,112,259,0,0,3,0,262,212,0,0,0,0,212,197,3,0,4,0,204,62,0,3,0,3,68,61,0,0,0,0,61,33,0,0,4,0,37,73,0,0,0,0,73,1261,7,3,11,3,1285,Cooma-Monaro (A)
12150,39,3,0,0,0,42,27,0,0,0,0,27,23,0,0,0,0,23,53,0,0,3,0,56,30,0,0,0,0,30,57,0,0,0,0,57,25,0,0,0,0,25,15,0,0,0,0,15,3,0,0,0,0,3,9,0,0,0,0,9,12,0,0,0,0,12,29,0,0,3,0,32,322,3,0,6,0,331,Coonamble (A)
12200,49,0,0,0,0,49,39,0,0,0,0,39,50,0,0,0,0,50,95,0,0,0,0,95,106,0,0,0,0,106,203,0,3,0,0,206,113,0,0,0,0,113,72,0,0,0,0,72,24,0,0,0,0,24,15,0,0,0,0,15,12,0,0,0,0,12,41,0,0,0,0,41,819,0,3,0,0,822,Cootamundra (A)
12750,225,3,7,3,0,238,134,3,3,3,0,143,101,3,0,0,0,104,215,11,4,0,0,230,256,10,4,5,0,275,565,14,17,0,0,596,510,11,9,0,0,530,574,16,8,8,0,606,230,7,3,0,0,240,173,3,3,0,0,179,87,3,3,0,0,93,171,5,5,0,0,181,3241,89,66,19,0,3415,Eurobodalla (A)
12850,595,80,46,0,0,721,322,48,33,0,0,403,245,38,37,0,0,320,458,72,75,4,3,612,665,98,144,0,0,907,1828,358,461,3,3,2653,2111,442,259,5,3,2820,3445,593,119,3,3,4163,1857,219,26,3,3,2108,1406,146,17,0,0,1569,659,65,16,0,0,740,855,139,50,0,0,1044,14446,2298,1283,18,15,18060,Fairfield (C)
12900,81,0,0,0,0,81,29,0,0,0,0,29,59,0,0,0,0,59,90,0,0,0,0,90,133,0,0,0,0,133,243,0,3,3,0,249,162,3,0,0,0,165,100,0,0,0,0,100,41,0,0,0,0,41,21,0,0,0,0,21,15,0,0,0,0,15,73,3,0,3,0,79,1047,6,3,6,0,1062,Forbes (A)
12950,41,0,3,0,0,44,30,0,3,0,0,33,22,0,0,0,0,22,46,0,3,0,0,49,44,0,0,0,0,44,84,0,0,0,0,84,41,0,5,0,0,46,37,0,3,0,0,40,9,0,0,0,0,9,6,0,0,0,0,6,11,0,0,0,0,11,35,0,0,3,0,38,406,0,17,3,0,426,Gilgandra (A)
13010,68,0,0,0,0,68,48,0,0,0,0,48,54,0,0,0,0,54,82,0,0,0,0,82,116,0,0,3,0,119,202,0,0,0,0,202,112,0,0,0,0,112,70,0,0,0,0,70,23,0,0,0,0,23,22,3,0,0,0,25,28,0,0,0,0,28,51,0,0,4,0,55,876,3,0,7,0,886,Glen Innes Severn (A)
13050,14,0,0,3,0,17,15,0,0,0,0,15,14,0,0,0,0,14,31,0,0,0,0,31,40,0,0,0,0,40,87,0,0,0,0,87,97,0,3,0,0,100,63,0,0,0,0,63,28,0,0,0,0,28,28,0,0,3,0,31,13,0,0,0,0,13,23,0,0,0,0,23,453,0,3,6,0,462,Gloucester (A)
13100,730,85,52,3,0,870,360,38,27,0,3,428,360,35,16,3,0,414,621,54,25,4,0,704,812,81,36,3,0,932,2225,194,111,3,3,2536,2684,289,154,4,5,3136,4876,304,129,3,4,5316,2602,108,35,3,3,2751,1849,85,24,3,3,1964,1011,36,18,3,0,1068,971,65,27,0,3,1066,19101,1374,654,32,24,21185,Gosford (C)
13310,123,5,0,0,3,131,82,4,3,0,0,89,81,0,0,0,3,84,181,5,0,0,0,186,237,8,6,0,0,251,623,22,7,7,0,659,690,12,0,5,0,707,594,8,0,3,3,608,281,0,0,0,0,281,164,3,3,0,0,170,79,0,3,3,0,85,169,6,4,0,3,182,3304,73,26,18,12,3433,Goulburn Mulwaree (A)
13320,191,19,6,3,0,219,123,4,7,3,0,137,93,4,4,7,0,108,168,12,10,0,0,190,215,4,10,3,0,232,515,33,20,5,0,573,461,31,14,0,0,506,492,31,9,0,3,535,217,10,5,3,0,235,142,0,0,0,0,142,75,5,3,3,0,86,198,13,3,3,0,217,2890,166,91,30,3,3180,Great Lakes (A)
13340,97,0,0,3,0,100,49,0,0,0,0,49,57,0,0,0,0,57,105,0,0,0,0,105,117,0,0,3,0,120,258,3,3,3,0,267,175,0,3,0,0,178,162,0,0,0,0,162,48,0,0,0,0,48,41,0,0,0,0,41,28,0,0,0,3,31,71,0,0,0,0,71,1208,3,6,9,3,1229,Greater Hume Shire (A)
13380,259,8,4,0,0,271,191,4,3,0,0,198,195,3,3,3,0,204,345,10,9,0,0,364,458,10,11,3,0,482,1049,19,11,3,0,1082,852,13,3,3,0,871,715,13,3,0,0,731,259,5,0,0,0,264,171,3,0,0,0,174,101,0,3,6,3,113,246,6,3,0,0,255,4841,94,53,18,3,5009,Greater Taree (C)
13450,144,5,6,0,0,155,44,0,3,0,0,47,22,3,3,0,0,28,100,3,6,0,0,109,153,8,4,0,0,165,496,15,6,0,0,517,508,20,11,0,0,539,494,9,6,0,0,509,145,6,4,0,0,155,100,0,3,0,0,103,65,0,3,0,0,68,149,0,4,0,0,153,2420,69,59,0,0,2548,Griffith (C)
13500,27,0,0,0,0,27,11,0,0,0,0,11,15,0,0,0,0,15,36,0,0,0,0,36,48,0,0,0,0,48,89,0,0,0,0,89,58,0,0,0,0,58,43,0,0,0,0,43,20,0,0,0,0,20,4,0,0,0,0,4,9,0,0,0,0,9,17,0,0,3,0,20,377,0,0,3,0,380,Gundagai (A)
13550,82,0,0,0,0,82,34,0,0,0,0,34,44,0,0,0,0,44,93,0,0,0,0,93,124,3,3,0,0,130,270,3,3,0,3,279,220,0,3,3,0,226,155,0,0,0,0,155,81,0,0,0,0,81,39,0,0,0,0,39,26,0,0,3,0,29,81,0,0,0,0,81,1249,6,9,6,3,1273,Gunnedah (A)
13650,42,3,0,3,0,48,25,0,0,0,0,25,28,0,0,0,0,28,37,0,0,0,0,37,49,0,0,0,0,49,111,0,0,0,0,111,56,0,0,0,0,56,28,0,0,0,0,28,16,0,0,0,0,16,9,0,0,0,0,9,16,0,0,0,0,16,27,0,0,0,0,27,444,3,0,3,0,450,Guyra (A)
13660,77,0,0,0,0,77,29,0,0,0,0,29,20,0,0,0,0,20,56,0,0,0,0,56,49,0,0,0,0,49,79,0,0,0,0,79,37,0,0,0,0,37,29,0,0,0,0,29,11,0,0,0,0,11,8,0,0,3,0,11,15,0,0,0,0,15,32,0,0,4,0,36,442,0,0,7,0,449,Gwydir (A)
13700,33,0,0,0,0,33,26,0,0,0,0,26,27,0,0,0,0,27,36,3,0,0,0,39,51,0,0,0,0,51,88,0,0,0,0,88,36,0,0,0,0,36,35,0,0,0,0,35,8,0,0,0,0,8,10,0,0,0,0,10,4,0,0,3,0,7,19,0,0,3,0,22,373,3,0,6,0,382,Harden (A)
13800,264,14,0,0,0,278,108,13,0,0,0,121,97,3,4,0,0,104,202,11,6,0,0,219,317,11,7,3,0,338,867,55,23,0,0,945,1114,93,18,5,0,1230,2046,105,23,0,3,2177,1225,31,3,0,0,1259,980,15,3,0,0,998,657,5,0,3,0,665,510,15,0,0,0,525,8387,371,87,11,3,8859,Hawkesbury (C)
13850,25,0,0,0,0,25,20,0,0,0,0,20,21,0,3,0,0,24,37,0,0,3,0,40,32,0,0,0,0,32,70,0,0,0,0,70,31,0,0,0,0,31,16,0,0,0,0,16,7,0,0,0,0,7,3,0,0,0,0,3,4,0,0,0,0,4,26,0,0,0,0,26,292,0,3,3,0,298,Hay (A)
13950,239,46,47,0,0,332,96,15,14,0,0,125,92,15,13,0,0,120,170,21,41,0,0,232,269,39,65,0,3,376,746,131,283,0,0,1160,748,255,532,0,0,1535,1542,552,559,0,0,2653,1377,306,109,0,0,1792,1170,149,69,0,0,1388,471,57,52,0,0,580,401,71,44,0,0,516,7321,1657,1828,0,3,10809,Holroyd (C)
14000,779,42,59,0,0,880,249,17,22,0,0,288,244,13,22,0,0,279,374,28,42,3,0,447,506,27,70,0,0,603,1376,107,214,3,0,1700,1477,120,364,0,0,1961,2738,259,744,4,4,3749,2245,239,405,0,3,2892,3853,295,200,4,0,4352,2715,97,68,0,0,2880,849,57,79,0,0,985,17405,1301,2289,14,7,21016,Hornsby (A)
14100,59,10,5,0,0,74,10,0,0,0,0,10,8,3,4,0,0,15,21,0,3,0,0,24,5,4,6,0,0,15,73,8,14,0,0,95,50,8,20,0,0,78,106,24,35,0,0,165,72,24,27,0,0,123,143,26,29,0,0,198,474,36,24,0,0,534,85,4,3,0,0,92,1106,147,170,0,0,1423,Hunters Hill (A)
14150,251,44,81,0,0,376,78,21,33,0,0,132,59,15,28,0,0,102,140,22,50,0,0,212,178,39,84,3,3,307,535,94,301,0,0,930,565,89,418,0,0,1072,948,208,718,5,0,1879,776,175,276,0,3,1230,1047,196,145,3,0,1391,707,92,60,0,0,859,321,43,85,3,0,452,5605,1038,2279,14,6,8942,Hurstville (C)
14200,131,0,3,0,0,134,92,0,0,0,0,92,77,0,0,0,0,77,156,5,0,0,0,161,195,4,0,0,0,199,406,0,3,3,0,412,288,0,3,0,0,291,201,0,0,3,0,204,72,0,0,3,0,75,31,0,0,0,0,31,35,0,0,0,0,35,97,0,0,0,0,97,1781,9,9,9,0,1808,Inverell (A)
14250,29,0,0,0,0,29,10,0,0,0,0,10,5,0,0,0,0,5,12,0,0,0,0,12,16,0,0,0,0,16,18,0,0,0,0,18,6,0,0,0,0,6,9,0,0,0,0,9,6,0,0,0,0,6,3,0,0,0,0,3,8,0,0,0,0,8,19,0,0,0,0,19,141,0,0,0,0,141,Jerilderie (A)
